dilirank_name,smiles,is_dili,ecnp_z,n_targets_mapped,ecfp_svd_0,ecfp_svd_1,ecfp_svd_2,ecfp_svd_3,ecfp_svd_4,ecfp_svd_5,ecfp_svd_6,ecfp_svd_7,ecfp_svd_8,ecfp_svd_9,ecfp_svd_10,ecfp_svd_11,ecfp_svd_12,ecfp_svd_13,ecfp_svd_14,ecfp_svd_15,ecfp_svd_16,ecfp_svd_17,ecfp_svd_18,ecfp_svd_19,ecfp_svd_20,ecfp_svd_21,ecfp_svd_22,ecfp_svd_23,ecfp_svd_24,ecfp_svd_25,ecfp_svd_26,ecfp_svd_27,ecfp_svd_28,ecfp_svd_29,ecfp_svd_30,ecfp_svd_31,ecfp_svd_32,ecfp_svd_33,ecfp_svd_34,ecfp_svd_35,ecfp_svd_36,ecfp_svd_37,ecfp_svd_38,ecfp_svd_39,ecfp_svd_40,ecfp_svd_41,ecfp_svd_42,ecfp_svd_43,ecfp_svd_44,ecfp_svd_45,ecfp_svd_46,ecfp_svd_47,ecfp_svd_48,ecfp_svd_49,logp,mw,tpsa,hbd,hba,k_log,I_T,ecnp_mu_T,ecnp_sigma_T
Abacavir sulfate,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO.OS(=O)(=O)O,0,,2,3.052287395543927,-0.23737661995855996,0.6830758218137883,-0.559561673105592,1.5525127827153689,-0.21691457124374336,0.8149638338179288,0.7489695399116046,-0.7016442691113424,0.7156109403106514,1.781417543347818,-0.38357055828546466,-0.7125450784033269,0.1732671349173291,-0.034699343060038614,0.25871980987933163,0.4492193458493138,-0.03551984092625321,-0.3265806092790001,1.0177576950774292,0.4746221054608857,-0.09005361782737717,-0.2909100134864761,0.03852144412076966,-0.9388931735684258,-0.5234769857881529,0.2523660521090604,-0.09113040966878416,-0.511942181514806,0.16788893066258725,0.152826148741147,-0.26882966716589873,-0.6546262327733844,0.8505494187133161,-0.4843165115673946,-0.17152437309459653,-0.07184170378789702,0.4513528380825543,-0.40453875724782434,0.46622442817272747,0.41090953634769917,-0.5934216124929882,-0.286112921708548,0.04991454583569532,0.04288286973049902,0.34414057180883206,-0.4969672073440622,-0.5966491210596452,-0.07449713185757054,-0.33365108708041247,1.531800000000001,670.7570000000005,278.36,8,16,1.0986122886681098,,0.6119433755739024,1.5392357442038578
Abaloparatide,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N,0,-0.1135028656778173,1,5.263026857492776,5.4876506321621825,-0.7929069804348513,-1.3235695587695595,1.2354245604725504,1.1864862782273093,-0.31497981258189306,0.05444239146783031,0.6276371781270557,-2.6937530677119037,0.2822209967344981,0.021312429842833654,0.6529376732205551,-0.48551172424802913,-0.22597876949388038,-0.26291979447376723,-0.22098896768423187,0.48719904780020523,-0.23847819861561237,1.3097845710251939,0.2395336475292319,-0.12934170258361277,0.6124512919649653,-0.058746761378951816,-0.811470544308094,0.5338625100131239,-0.794184175570189,1.17596596591472,0.9323587550451113,0.294576597686975,0.07465516273057268,-0.2914003767932879,0.017673864854304666,-0.33616066272821904,0.031574592236478086,0.05582144563445013,0.13219283776808638,0.007624319895517054,0.9329377329128568,-0.7111894223250264,0.21393985422292777,-0.47516924725153686,-0.36780122186667424,-0.3402649989477224,0.6821541093761159,-0.458395341030874,0.273507105457687,0.09676023414729248,0.7956924046239178,-0.5178876280039919,-15.40709000000028,3960.6569999999847,1738.5999999999988,61,55,0.6931471805599453,0.4716547078468448,0.6119433755739024,1.5392357442038578
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,1,-0.0017083736708927,2,3.333804255976802,-0.35994339445001405,-0.9101348747355813,0.5990741233322449,1.6460766407153142,0.5131068114815311,0.1448766107905009,0.27923372626054926,-0.5916712827538012,0.08972634611960927,-0.7214021374671639,-0.6755963389586085,1.0976701429744076,-0.6421309370254054,-0.6072621806771135,0.3413265153700048,-0.9965759712586462,0.3327928963485031,0.3632095398638324,-0.2457459391779379,0.40488073011448555,0.7790561582781694,0.3067850976113171,-1.0097924272647738,0.157428573203157,-1.0841319072620845,0.43569384912852804,-0.6806171518128646,0.4165078180222086,-0.4311844488420734,-0.3334899765479161,0.8791171004555582,0.545481434705232,0.5829826472285636,0.6691609934659071,0.42035970594874644,-0.1844253764273908,-0.5706648942473431,0.4984281945160839,0.022941022925878463,0.6606706949527807,-0.21679771630178077,0.44595308720188875,-0.8851440523409912,0.5866498338758838,-0.2118063109865035,0.5626786857856709,-0.13513203087631448,-0.2215991368413409,0.08002768601658747,4.936920000000004,506.6050000000003,75.0,1,8,1.0986122886681098,0.49957290668615084,0.6119433755739024,1.5392357442038578
Abiraterone acetate,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,1,-0.2243409921665466,1,3.342873628672633,-0.848627479060621,0.9083774574976435,0.274075243884863,-0.45862340416975506,0.6570325970230764,-1.975666565308774,0.09930582909170857,0.02957939107093814,0.26825975321252277,1.068954789924467,-0.4258110951889419,0.10505276646172276,0.11281581015677986,1.2570521703730417,0.003681652318602402,-0.2538182443114383,0.10041429351774346,0.2505213378636312,-0.0828278059916587,1.2952237301189882,-0.08770929485878044,-0.7280043907386025,-0.6879219611372815,0.5390336056395237,-0.4851296245977008,0.06975984797125767,0.14325059598157877,-0.4453229582731796,-0.24542762328399095,0.4578087031017213,-0.41722582537809444,-0.0699525607724515,-0.5233597027055403,-0.18090084447972823,-0.5289176353930567,-0.353738597985393,0.2920235700901469,0.42120826490532887,-0.1852832881485356,0.3434944331478793,-0.09674596095379784,-0.02143634838995805,-0.331028128190006,-0.4716872105133996,0.4498209270674477,0.29205997254037463,0.14479295209518228,0.32452472113220965,-0.4042735381376251,5.9694000000000065,391.5550000000001,39.19,0,3,0.6931471805599453,0.44414879973939997,0.6119433755739024,1.5392357442038578
Acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,1,-0.4113105601126696,4,3.247394312094968,-0.3209157795574748,2.08980397151119,-1.386887899190528,0.4777876028517607,0.6180973374226871,1.9731502291701621,-0.7571770354738708,-0.6768462321689597,0.260514437460427,0.7298957685189241,0.5490194657622035,0.11508209810773985,0.19377777122214784,-0.09513730917637384,0.35953121008155536,-0.31470489826654946,-0.5868047519585332,-0.6674930432626948,-0.7020570735711119,0.4648934698362518,-0.0401504545978935,-1.0696413987168345,-0.566679144986369,0.6003548159857269,0.33343764091988887,-0.6075570739985736,0.08018214942889743,0.1673893518782506,0.215949638057838,0.11371186027331408,0.07092602803593202,0.7477569378252129,-0.4277451400580401,-0.11433905276872164,-0.5284767470022826,0.3371327469903548,-0.25716833814060747,0.2898931507588612,-0.31634134556214855,-0.41789023337676595,-0.2611138209970642,-0.7865171510477172,-0.6649292779886444,-0.5050550217172184,1.2004263912862254,0.23831440238561707,-0.4822132500828849,-0.3040380175594681,0.4037016203851057,-8.721900000000005,645.6080000000004,329.01000000000005,14,19,1.6094379124341003,0.39859791509327536,0.6119433755739024,1.5392357442038578
Acebutolol hydrochloride,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,1,0.0131116584548565,2,3.3399911874883896,-0.2749607855186286,-0.8572391896668354,-1.7779204222241944,-0.4286051242954635,0.7847825416787466,-0.12286950962137738,0.47994177804651866,-0.06759445725302318,0.6988024730584326,-1.5530295488075074,-0.2680348679074618,0.1511320962475184,-0.153271794950974,-0.36661762656590835,-0.028582535720554525,-0.4049617039413459,0.07031166882225647,-0.5145534239700678,-0.057259656972062895,-0.41724170202163247,-0.016813860068489575,-0.2450456933373739,-0.6321353382217538,-0.3725105472256887,-0.06490247174037428,-0.23006177948918766,0.5078283783022209,0.48162227483025455,-0.1482534238083973,-0.2783931806382199,0.4893058639790808,0.28151217880802437,-0.3593208294594926,0.13351940666319612,1.342906397595709,-0.15681477309467817,0.18435459831592904,-0.12483347331192457,-0.7243930073738467,-0.10093322366125984,-0.43394243630206975,-0.6696655856206006,0.5027880050302194,-0.28525277946009964,0.8662536440872044,-0.5205893499785863,0.4243613591727907,0.27148911398409753,0.8117687824488478,2.7873000000000014,372.8930000000001,87.66,3,5,1.0986122886681098,0.5032778676541367,0.6119433755739024,1.5392357442038578
Aceclofenac,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,1,2.5383099739807014,2,2.959175886431554,-0.40256921794135847,-1.1888043775427142,-0.2694224894533502,-0.6791976298211145,-0.439699720043989,0.01635613035839361,0.13584243848133165,-0.41054685392065676,-0.15531267831805146,0.37517294023942643,0.3333246656453317,-0.5434553217880507,0.34299814355312896,1.0544651794527273,0.07605829452130285,0.24831786375729578,-1.3704373260302298,0.3530896484133262,0.415163899918117,-0.5172306294231174,-0.11832112267830641,0.2047571695380628,-0.7168210248517595,-0.031233128604996607,0.5796517226718667,0.3926222290783751,0.15706104782310218,0.642830237650644,-0.08811470276529217,0.6303877290209914,0.08926684094249951,0.3529120107814492,-0.022795540497573902,-0.38979534525405185,-0.3947248572794245,0.261663578531264,-0.11799580758198613,-0.028645824965827432,0.1905908131973159,-0.08850371880296387,0.22006567990823886,0.0802893137519253,0.0156634702619515,0.057337535124978134,-0.1756874903243494,0.11592669248448172,-0.07066611772140813,0.20198852149191981,0.5593807518077702,3.907300000000002,354.18899999999996,75.63000000000001,2,4,1.0986122886681098,0.9267842321732033,0.6119433755739024,1.5392357442038578
Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,1,1.7749900817249535,6,2.075097902785189,-0.3628593892681781,-0.2690983153081169,-0.7693612236690939,-0.19379225064118777,-0.518857317937885,-0.8024893510872114,0.2234558586494284,-0.4334457836676827,0.04369030608465553,-0.2772016880667126,0.38286883822820933,0.3265717710656875,0.11424110063471513,-0.27915844876689266,-0.11557740795924198,0.20397579468953844,0.14076182120437758,0.38285664944078285,-0.28201784723442735,0.038208997519707855,-0.4512604691505393,-0.00481940479511931,-0.41310647293273495,0.1981153419802845,0.37246481044149865,-0.07664624906215138,0.3621661645064247,-0.2756907323460295,-0.5495593632088733,0.401874582244568,0.4875687537206173,-0.009633709532211519,-0.09115102108888429,-0.20960187592389884,-0.4927233641804746,0.36324165501610645,-0.24594390379886127,-0.12598911470727092,0.29141110167022066,-0.23147385148990973,-0.6113506551041917,-0.6371316250100231,-0.3639007463196402,-0.28733692345813366,0.45335840839600233,-0.08251503085584723,-0.22415061383687723,-0.20893658705645052,0.2516721084286965,1.3505999999999998,151.165,49.33,2,2,1.9459101490553132,0.8550771394416298,0.6119433755739024,1.5392357442038578
Acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,1,0.0008268407568156,8,2.2064007455763224,-0.22715680592662002,-0.14309764854099685,-1.1845113304910533,0.3961776082067931,-0.7926121813951441,-0.863880363888984,0.40656918930537905,0.1129733173956109,0.0936785214881124,0.4935039298512856,0.3597078795113374,-0.21507676450317734,0.5638523360443514,-0.07408113212989736,-0.05882667619856521,0.8766051260568283,0.16299183860404023,0.09828992638750825,0.04140633514217511,0.5700034099491404,0.33586584845154016,0.26036304745000194,-0.35327030615759974,-0.37455799175729854,0.1238310855495511,0.10664616098927862,0.35929236722508845,-0.10619513647647522,-0.23965429714053582,-0.16748485365930985,0.441713387946885,-0.17974584337587168,-0.44800812238109844,-0.5075275653688703,0.14657910017170805,0.790033028598309,0.052163072298416685,0.17574152322499104,-0.17801297469538485,0.13047461530208682,-0.29928707453139236,-0.06693881170014226,0.03614443415016264,-0.014083925132840333,0.2732203936210083,0.35514283096089005,0.3622099109456714,0.038877256293469394,0.19943946743070184,-0.8561000000000003,222.251,115.04,2,6,2.1972245773362196,0.5002067101774271,0.6119433755739024,1.5392357442038578
Acetylcysteine,CC(=O)NC(CS)C(=O)O,0,-0.9369642051536672,10,1.8221484525159954,0.4916201707077041,0.12142924293823362,-1.114142922211714,-0.760615580328404,-0.6854037614074086,-0.03825537474026877,0.3509874425186576,-0.549573152876561,-0.1569026159114992,-0.2571149026921982,-0.24944249476580582,-0.18229035781780606,-0.24089121286113507,0.12265464609757076,-0.1969243559976043,0.42347439907114554,-0.025358221510758533,-0.22634567267082428,-0.48195225463843316,-0.060515467665326214,-0.08807270825761893,-0.36792412616227577,-0.630326315181857,0.37049566500937914,0.1823337719003167,0.2344996717443848,-0.4652270024748674,0.1994836259416412,-0.025810838374716788,-0.1087810126184567,0.03586698540005735,0.5516214486036747,0.014570647444396893,0.14564190224905482,-0.17680068899809798,0.3600793396554353,0.6429741016440003,0.18813301814242733,0.1101445772445161,-0.2863795170244142,-0.1679915895812203,-0.2237145704559379,0.07110670977969005,-0.02876677944131005,-0.11107893545377492,0.2754354220279321,0.005497644833195391,-0.5051833396883963,-0.012293646840087852,-0.4945,163.198,66.4,3,3,2.3978952727983707,0.2815139666717844,0.6119433755739024,1.5392357442038578
